,title,reviewer,overall,story,acting,music,rewatch
360,Shinya Shokudo,BrightestStar,8.0,7.0,9.0,10.0,7.0
361,Akumu-Chan Special,BrightestStar,8.0,7.0,8.5,7.5,5.0
362,Ikiru ,BrightestStar,9.5,8.5,10.0,8.0,8.0
363,"Soshite, Dare mo Inaku Natta",BrightestStar,6.5,8.0,7.0,6.0,4.0
364,The Three Musketeers,BrightestStar,8.5,8.0,7.5,8.0,5.0
365,Lipstick,BrightestStar,9.0,8.0,9.5,8.0,7.0
366,Yuusha Yoshihiko to Michibikareshi Shichinin,BrightestStar,9.0,8.0,10.0,9.0,7.0
367,Sennyuu Sousa Idol Deka Dance,BrightestStar,7.5,7.0,8.5,7.5,6.0
368,Once in a Blue Moon,BrightestStar,7.0,7.0,9.5,7.0,5.0
369,Sway,BrightestStar,8.0,7.0,9.0,7.0,6.0
370,38 Task Force,BrightestStar,7.5,7.5,9.0,7.5,5.0
371,Gegege no Nyobo,BrightestStar,9.0,10.0,8.0,9.0,7.0
372,The Good Wife,BrightestStar,8.0,6.5,9.0,8.5,3.0
373,Too Late to Say I Love You,BrightestStar,6.0,6.0,8.0,6.0,4.0
374,Ice World,BrightestStar,8.0,7.5,10.0,9.0,6.0
375,Jikou Keisatsu,BrightestStar,8.0,7.0,10.0,7.0,7.0
376,Lost and Found,BrightestStar,8.5,8.0,7.0,10.0,6.0
377,Seijo,BrightestStar,6.0,7.0,7.5,8.5,4.0
378,Bitter Blood,BrightestStar,7.0,6.0,8.5,7.5,5.0
379,Long Vacation,BrightestStar,6.5,5.5,8.0,8.0,4.0
380,"Marry Me, or Not?",BrightestStar,6.0,6.0,9.0,7.0,5.0
381,Gou - Himetachi no Sengoku,BrightestStar,7.5,7.0,8.5,8.5,5.0
382,Golden Empire,BrightestStar,9.0,9.0,10.0,9.0,5.0
383,King Of Apology,BrightestStar,8.5,8.0,9.5,8.0,5.5
384,River’s Edge Okawabata Tanteisha,BrightestStar,7.0,6.0,8.5,9.0,5.0
385,Shinsengumi!,BrightestStar,6.0,5.0,8.0,4.0,4.0
386,BORDER,BrightestStar,7.5,8.0,7.0,8.0,4.0
387,Home Drama,BrightestStar,9.0,7.5,8.5,8.0,7.0
388,Wu Xia,BrightestStar,6.5,6.0,10.0,7.5,5.0
389,Office Girls,BrightestStar,7.0,6.0,8.0,8.0,5.0
390,Yorozu Uranaidokoro Onmyoya e Yokoso,BrightestStar,7.5,7.0,8.0,9.0,5.0
391,Go Lala Go,BrightestStar,7.0,7.5,9.0,6.0,4.0
392,Mulan,BrightestStar,8.5,8.0,10.0,7.0,6.0
393,Lesson of the Evil,BrightestStar,8.0,6.0,9.0,9.0,5.0
394,A Story of Yonosuke,BrightestStar,6.0,5.0,8.5,7.0,4.0
395,Over the Fence,BrightestStar,9.0,8.0,10.0,8.0,7.0
396,Her Love Boils Bathwater,BrightestStar,8.5,8.5,10.0,7.0,7.5
397,ST Aka to Shiro no Sousa File,BrightestStar,6.0,5.0,8.0,6.0,4.0
398,Hospitality Department,BrightestStar,5.0,5.0,6.0,4.0,1.5
399,Unforgiven,BrightestStar,7.5,6.5,10.0,6.5,5.0
400,Yuusha Yoshihiko to Maou no Shiro,BrightestStar,8.0,8.0,9.5,7.5,7.0
401,Shinigami-kun,BrightestStar,7.0,7.0,7.5,8.0,5.0
402,My Roommate is a Detective,BrightestStar,7.0,7.5,8.0,9.0,4.0
403,Hello Harinezumi,BrightestStar,7.0,8.0,7.0,9.0,4.0
404,Until the Break of Dawn,BrightestStar,7.0,6.0,9.0,7.0,4.0
405,SPEC: Heaven,BrightestStar,8.0,7.5,9.0,8.5,7.0
406,Todome no Parallel,BrightestStar,7.5,8.0,7.5,8.0,4.0
407,Ito-kun A to E,BrightestStar,7.0,7.5,6.5,8.0,5.0
408,Hospitality Department,BrightestStar,5.0,5.0,6.0,4.0,1.5
409,Unforgiven,BrightestStar,7.5,6.5,10.0,6.5,5.0
410,Yuusha Yoshihiko to Maou no Shiro,BrightestStar,8.0,8.0,9.5,7.5,7.0
411,Shinigami-kun,BrightestStar,7.0,7.0,7.5,8.0,5.0
412,My Roommate is a Detective,BrightestStar,7.0,7.5,8.0,9.0,4.0
413,Hello Harinezumi,BrightestStar,7.0,8.0,7.0,9.0,4.0
414,Until the Break of Dawn,BrightestStar,7.0,6.0,9.0,7.0,4.0
415,SPEC: Heaven,BrightestStar,8.0,7.5,9.0,8.5,7.0
416,Todome no Parallel,BrightestStar,7.5,8.0,7.5,8.0,4.0
417,Ito-kun A to E,BrightestStar,7.0,7.5,6.5,8.0,5.0
418,Goblin,sambart,3.0,2.0,8.0,7.0,1.0
419,Bakuman.,sambart,9.0,9.0,9.0,9.0,10.0
420,Piece,sambart,7.0,8.0,6.0,10.0,6.0
421,A Crowd Of Three,sambart,7.0,5.0,9.0,8.0,3.0
422,P to JK,sambart,5.5,5.0,8.0,8.0,5.0
423,Suikyuu Yankees,sambart,9.0,8.0,8.0,7.0,10.0
424,Karamazov no Kyodai,sambart,9.0,9.0,10.0,10.0,10.0
425,Pride,sambart,9.0,9.0,9.0,10.0,8.0
426,Hikonin Sentai Akibaranger,sambart,7.0,7.0,7.0,8.0,7.0
427,RESCUE,sambart,9.0,9.0,9.0,9.0,7.0
428,Age Harassment,sambart,3.0,1.0,5.0,5.0,1.0
429,Pink and Gray,sambart,9.0,9.0,9.0,9.0,10.0
430,Fullmetal Alchemist,sambart,2.0,2.0,4.0,6.0,1.0
431,Flower Boy Next Door,sambart,5.0,5.0,5.0,4.0,1.0
432,12 Suicidal Teens,sambart,4.0,4.0,8.0,4.0,1.0
433,Switch Girl!!,sambart,5.0,5.0,6.0,5.0,1.0
434,Death Game Park,sambart,9.0,9.0,10.0,10.0,10.0
435,Tokyo Bandwagon,sambart,10.0,10.0,10.0,10.0,10.0
436,Ikebukuro West Gate Park,sambart,7.0,6.0,9.0,9.0,7.0
437,Attack on Titan: End of the World,sambart,7.0,8.0,5.0,7.0,7.0
438,Tokyo Tribe,sambart,7.0,6.0,6.0,7.0,7.0
439,Lesson of the Evil,sambart,8.5,7.0,8.0,9.0,9.0
440,"Kill Me, Heal Me",sambart,8.0,9.0,9.0,9.0,8.0
441,Kimi Wa Petto,sambart,9.0,8.0,10.0,9.0,10.0
442,Ninja Kids!!! Summer Mission Impossible,sambart,6.0,6.0,6.0,7.0,1.0
443,Tumbling,sambart,10.0,10.0,10.0,10.0,10.0
444,Ouran High School Host Club,sambart,9.0,9.0,9.0,9.0,10.0
445,W no Higeki,sambart,6.0,6.0,6.0,6.0,2.0
446,Kamen Rider Drive: Surprise Future,sambart,7.0,8.0,8.0,8.0,8.0
447,Judge,sambart,7.5,7.0,8.5,7.0,8.0
448,Kamen Rider Fourze,sambart,6.0,5.0,7.0,7.0,3.0
449,Attack on Titan,sambart,5.0,6.0,4.0,7.0,4.0
450,The Incite Mill,sambart,9.0,8.0,9.0,9.0,10.0
451,Helter Skelter,sambart,4.0,1.0,8.0,5.0,1.0
452,Second Love,sambart,2.0,8.0,3.0,5.0,1.0
453,Judge!,sambart,7.0,6.0,7.0,6.0,8.0
454,Ikebukuro West Gate Park SP,sambart,6.0,6.0,8.0,8.0,3.0
455,xxxHolic,sambart,6.0,7.0,6.0,6.0,4.0
456,Vampire Prosecutor,sambart,4.0,4.0,5.0,4.0,1.0
457,MOZU Season 2 - Maboroshi no Tsubasa,sambart,6.0,5.0,6.0,7.0,2.0
458,Samurai Sentai Shinkenger,sambart,6.0,6.0,6.0,7.0,3.0
459,Gou - Himetachi no Sengoku,sambart,6.0,6.0,6.0,7.0,1.0
460,Guilty Akuma to Keiyakushita Onna,sambart,5.0,6.0,6.0,6.0,1.0
461,Kamen Rider Fourze,sambart,6.0,5.0,7.0,7.0,3.0
462,Attack on Titan,sambart,5.0,6.0,4.0,7.0,4.0
463,The Incite Mill,sambart,9.0,8.0,9.0,9.0,10.0
464,Helter Skelter,sambart,4.0,1.0,8.0,5.0,1.0
465,Second Love,sambart,2.0,8.0,3.0,5.0,1.0
466,Judge!,sambart,7.0,6.0,7.0,6.0,8.0
467,Ikebukuro West Gate Park SP,sambart,6.0,6.0,8.0,8.0,3.0
468,xxxHolic,sambart,6.0,7.0,6.0,6.0,4.0
469,Vampire Prosecutor,sambart,4.0,4.0,5.0,4.0,1.0
470,MOZU Season 2 - Maboroshi no Tsubasa,sambart,6.0,5.0,6.0,7.0,2.0
471,Samurai Sentai Shinkenger,sambart,6.0,6.0,6.0,7.0,3.0
472,Gou - Himetachi no Sengoku,sambart,6.0,6.0,6.0,7.0,1.0
473,Guilty Akuma to Keiyakushita Onna,sambart,5.0,6.0,6.0,6.0,1.0
474,Goblin,Chacha35,7.5,7.0,8.5,9.0,4.0
475,Reply 1997,Chacha35,8.0,9.0,9.0,6.0,7.0
476,Baby & I,Chacha35,8.0,8.0,7.0,5.0,8.0
477,Queen In Hyun's Man,Chacha35,8.0,8.0,7.0,6.0,7.0
478,Running Man,Chacha35,8.0,7.0,8.5,5.5,8.0
479,Love Rain,Chacha35,8.0,7.0,8.0,8.0,6.0
480,The Bridal Mask,Chacha35,9.5,9.5,9.5,9.5,7.0
481,Big,Chacha35,8.0,8.0,9.0,6.0,5.0
482,You're Beautiful,Chacha35,8.0,7.0,8.0,7.0,6.0
483,Mary Stayed Out All Night,Chacha35,7.0,6.0,8.0,7.0,6.0
484,What's Up?,Chacha35,7.0,7.0,6.0,8.0,6.0
485,Goblin,Meineke,6.0,5.5,5.5,8.0,5.0
486,The Smile Has Left Your Eyes,Meineke,7.0,7.0,8.0,6.0,6.0
487,The Bride of Habaek,Meineke,9.0,6.5,8.0,10.0,6.0
488,Chugakusei Nikki,Meineke,10.0,10.0,9.5,9.0,10.0
489,Just Between Lovers,Meineke,9.5,9.5,9.0,8.0,9.0
490,Encounter,Meineke,9.0,9.0,10.0,8.0,8.0
491,Flower of Evil,Meineke,10.0,9.5,10.0,10.0,4.0
492,Something in the Rain,Meineke,8.0,7.0,8.5,7.0,6.0
493,The Battleship Island,Meineke,6.0,5.5,7.5,6.5,4.5
494,Faith,Meineke,9.5,9.5,10.0,9.0,8.5
495,Strong Woman Do Bong Soon,Meineke,10.0,8.0,10.0,8.0,6.0
496,It's Okay to Not Be Okay,Meineke,10.0,10.0,9.5,9.5,6.0
497,The Untamed,Meineke,10.0,10.0,9.5,10.0,9.0
498,Search: WWW,Meineke,8.5,8.5,8.5,7.0,6.0
499,Goblin,KarolineAskeroed,6.0,7.0,10.0,10.0,1.0
500,Introverted Boss,KarolineAskeroed,6.5,5.0,8.0,6.0,1.0
501,Hwarang,KarolineAskeroed,5.0,3.0,10.0,7.0,1.0
502,Remember: War of the Son,KarolineAskeroed,10.0,10.0,10.0,5.0,5.0
503,Shopping King Louie,KarolineAskeroed,10.0,10.0,10.0,10.0,8.0
504,Lucky Romance,KarolineAskeroed,10.0,10.0,10.0,8.0,10.0
505,You're All Surrounded,KarolineAskeroed,10.0,10.0,10.0,10.0,10.0
506,She Was Pretty,KarolineAskeroed,9.0,9.0,9.0,9.0,9.0
507,Strong Woman Do Bong Soon,KarolineAskeroed,10.0,10.0,10.0,8.0,9.0
508,Star of the Universe,KarolineAskeroed,7.0,7.0,9.0,5.0,1.0
509,Doctor Stranger,KarolineAskeroed,7.0,10.0,10.0,10.0,2.0
510,"It's Okay, That's Love",KarolineAskeroed,10.0,10.0,10.0,10.0,10.0
511,Tomorrow With You,KarolineAskeroed,8.5,9.0,10.0,6.0,5.0
512,Flower Boy Next Door,KarolineAskeroed,6.5,5.0,5.0,5.0,1.0
513,My Annoying Brother,Ivana,10.0,9.5,10.0,8.5,9.5
514,Goblin,Ivana,3.0,3.0,8.5,9.0,1.0
515,Positive Physique,Ivana,9.5,8.5,10.0,10.0,8.5
516,Vampire Detective,Ivana,8.5,8.5,10.0,9.0,4.5
517,Dream High 2,Ivana,6.0,7.5,5.5,9.5,5.0
518,You Who Came from the Stars,Ivana,9.5,9.5,10.0,9.5,9.0
519,Chicago Typewriter,Ivana,10.0,10.0,10.0,10.0,10.0
520,Missing 9,Ivana,10.0,7.5,10.0,9.0,8.5
521,Star of the Universe,Ivana,10.0,9.5,9.5,10.0,10.0
522,I Hear Your Voice,Ivana,10.0,10.0,10.0,10.0,10.0
523,Defendant,Ivana,10.0,10.0,10.0,10.0,10.0
524,Madame Antoine,Ivana,8.5,7.5,9.0,8.5,5.0
525,My Lovely Girl,Ivana,8.5,7.5,9.5,10.0,8.0
526,My Secret Hotel,Ivana,3.0,2.0,8.5,5.5,1.0
527,38 Task Force,Ivana,10.0,10.0,10.0,10.0,10.0
528,The Witness,Ivana,10.0,9.5,10.0,10.0,9.5
529,Love Me If You Dare,Ivana,10.0,10.0,9.5,9.0,9.5
530,A Werewolf Boy,Ivana,10.0,10.0,10.0,10.0,10.0
531,One More Time,Ivana,7.5,5.5,7.5,9.5,7.5
532,The Village: Achiara's Secret,Ivana,9.5,9.0,10.0,10.0,7.5
533,The Guardians,Ivana,10.0,10.0,10.0,10.0,10.0
534,The Witness,Ivana,10.0,9.5,10.0,10.0,9.5
535,Love Me If You Dare,Ivana,10.0,10.0,9.5,9.0,9.5
536,A Werewolf Boy,Ivana,10.0,10.0,10.0,10.0,10.0
537,One More Time,Ivana,7.5,5.5,7.5,9.5,7.5
538,The Village: Achiara's Secret,Ivana,9.5,9.0,10.0,10.0,7.5
539,The Guardians,Ivana,10.0,10.0,10.0,10.0,10.0
540,W,VandaLimbata,5.5,5.0,6.5,9.0,1.0
541,Goblin,VandaLimbata,6.5,6.5,9.0,10.0,3.5
542,You Who Came from the Stars,WhiteLilly,7.0,6.0,8.5,8.5,4.5
543,Nirvana in Fire,WhiteLilly,10.0,10.0,10.0,10.0,9.0
544,Oh My Ghostess,WhiteLilly,6.5,6.0,8.0,7.0,5.5
545,Love Me If You Dare,WhiteLilly,8.0,8.0,9.0,9.0,7.0
546,Yae no Sakura,WhiteLilly,9.0,10.0,8.0,9.5,8.0
547,Goblin,WhiteLilly,8.5,9.0,10.0,8.5,8.0
548,Love O2O,WhiteLilly,10.0,9.5,10.0,10.0,10.0
549,Another Miss Oh,WhiteLilly,9.0,9.0,10.0,9.0,8.5
550,Reply 1988,WhiteLilly,10.0,10.0,10.0,9.0,9.0
551,Healer,WhiteLilly,10.0,10.0,10.0,10.0,10.0
552,The Princess's Man,WhiteLilly,8.0,7.5,9.5,8.0,6.0
553,Signal,WhiteLilly,8.0,7.0,9.5,9.0,8.0
554,Pied Piper,WhiteLilly,7.5,7.0,8.0,8.0,6.0
555,I Hear Your Voice,WhiteLilly,9.5,10.0,9.5,9.5,9.5
556,Uncontrollably Fond,WhiteLilly,7.0,7.0,8.5,8.0,4.0
557,Naeil's Cantabile,WhiteLilly,9.0,9.0,9.0,8.0,8.0
558,1 Litre no Namida,WhiteLilly,10.0,10.0,10.0,8.5,8.0
559,Arang and the Magistrate,WhiteLilly,8.5,9.0,8.5,8.5,8.5
560,Pride,WhiteLilly,9.0,9.0,9.5,9.0,9.0
561,Oh My Venus,WhiteLilly,9.0,8.0,9.5,10.0,9.0
562,Autumn's Concerto,WhiteLilly,8.0,7.5,9.5,8.5,9.0
563,Hello Monster,WhiteLilly,9.0,9.5,8.0,7.0,6.0
564,Switch Girl!!,WhiteLilly,9.0,9.0,9.5,8.0,9.0
565,Orange,WhiteLilly,9.5,10.0,9.0,9.0,9.5
566,Buzzer Beat,WhiteLilly,9.0,9.0,10.0,10.0,9.0
567,Hong Gil Dong,WhiteLilly,8.0,9.0,9.0,8.5,5.5
568,Sungkyunkwan Scandal,WhiteLilly,10.0,10.0,10.0,8.5,9.0
569,You're All Surrounded,WhiteLilly,7.5,6.0,9.0,9.0,6.0
570,City Hunter,WhiteLilly,9.5,9.5,9.5,8.0,9.0
571,Empress Ki,WhiteLilly,9.5,10.0,10.0,9.0,10.0
572,A Gentleman's Dignity,WhiteLilly,9.5,8.5,10.0,8.5,10.0
573,Misaeng: Incomplete Life,WhiteLilly,8.0,8.0,10.0,4.0,4.5
574,Otenki Onee-san,WhiteLilly,7.0,7.5,9.0,8.0,1.0
575,Gu Family Book,WhiteLilly,10.0,10.0,7.0,7.0,10.0
576,Descendants of the Sun,WhiteLilly,8.5,7.5,9.0,9.0,5.0
577,Six Flying Dragons,WhiteLilly,9.5,10.0,9.0,9.0,8.0
578,Moon River,WhiteLilly,8.5,8.0,9.0,9.0,8.5
579,The Heirs,WhiteLilly,8.5,8.0,9.0,8.5,9.0
580,Moorim School,WhiteLilly,6.5,6.5,7.0,8.0,6.0
581,Ouroboros,WhiteLilly,9.0,9.0,9.0,9.5,6.5
582,Age of Youth,WhiteLilly,9.0,9.0,9.0,8.0,10.0
583,Nodame Cantabile,WhiteLilly,9.0,8.5,9.5,10.0,9.0
584,Battle Royale,WhiteLilly,9.0,10.0,9.0,9.0,10.0
585,Love Shuffle,WhiteLilly,8.5,9.5,8.5,9.0,9.5
586,Blind,WhiteLilly,6.5,5.0,7.0,7.0,3.0
587,Liar Game,WhiteLilly,8.0,8.0,9.0,6.0,8.0
588,Hana Yori Dango,WhiteLilly,8.5,8.5,10.0,8.5,9.5
589,Hanazakari no Kimitachi e,WhiteLilly,9.0,8.0,9.5,8.0,9.0
590,Madame Antoine,WhiteLilly,7.5,7.5,9.0,10.0,5.0
591,Liar Game,WhiteLilly,8.0,8.0,9.0,6.0,8.0
592,Hana Yori Dango,WhiteLilly,8.5,8.5,10.0,8.5,9.5
593,Hanazakari no Kimitachi e,WhiteLilly,9.0,8.0,9.5,8.0,9.0
594,Madame Antoine,WhiteLilly,7.5,7.5,9.0,10.0,5.0
595,Goblin,Erin,6.5,6.0,9.0,8.0,3.0
596,Goblin,Senaaaa,10.0,10.0,10.0,10.0,10.0
597,Eternal Love,Senaaaa,2.0,5.0,1.0,3.5,1.0
598,SKY Castle,MistyMaid,10.0,10.0,10.0,10.0,10.0
599,Descendants of the Sun,MistyMaid,5.5,4.0,8.0,7.0,3.0
600,Goblin,MistyMaid,10.0,10.0,10.0,10.0,10.0
601,What's Wrong with Secretary Kim,MistyMaid,4.0,5.0,4.0,5.0,2.0
602,The Beauty Inside,MistyMaid,9.5,8.5,9.0,10.0,10.0
603,My Dear Boy,MistyMaid,8.0,8.0,9.0,8.0,7.5
604,Marriage Contract,MistyMaid,9.0,9.0,10.0,8.0,9.0
605,My Fellow Citizens!,MistyMaid,7.5,7.0,9.0,9.0,7.0
606,Touch Your Heart,MistyMaid,4.5,5.0,6.0,5.0,2.0
607,Feel Good To Die,MistyMaid,8.0,7.0,9.0,7.5,7.5
608,Tunnel,MistyMaid,8.0,8.0,9.0,8.0,8.0
609,Oh My Geum Bi,MistyMaid,8.0,8.0,9.0,8.0,8.0
610,Goblin,quirkstine,7.0,6.5,9.0,8.0,5.0
611,Goblin,alon-luna,7.0,7.0,7.5,6.0,6.0
612,Eternal Love,alon-luna,9.5,9.5,9.5,9.5,9.0
613,Leh Ratree,alon-luna,8.0,8.5,6.5,7.5,7.5
614,Tunnel,alon-luna,7.0,6.5,8.5,6.0,6.0
615,Moon Embracing the Sun,alon-luna,8.5,8.0,7.0,7.0,8.0
616,I Hear Your Voice,alon-luna,9.0,9.0,8.5,9.0,9.0
617,Healer,alon-luna,9.5,10.0,9.0,10.0,10.0
618,Stranger,alon-luna,6.5,5.5,8.0,5.0,5.0
619,Pinocchio,alon-luna,9.0,9.0,10.0,8.5,9.0
620,Well Intended Love,alon-luna,6.5,6.5,5.5,5.5,6.0
621,Shining Inheritance,alon-luna,7.0,7.0,6.5,7.0,5.0
622,Drama Special Series Season 1: White Christmas,alon-luna,6.0,6.0,9.0,6.0,5.0
623,Signal,alon-luna,9.0,9.5,9.0,9.0,8.0
624,Unnatural,alon-luna,7.5,7.5,8.0,5.5,7.0
625,Kleun Cheewit,alon-luna,7.5,7.0,10.0,9.0,5.5
626,Love O2O,alon-luna,8.5,9.0,8.5,7.0,8.0
627,Legend of Concubine Zhen Huan,alon-luna,8.0,8.5,9.0,5.5,6.5
628,Love O2O,alon-luna,8.5,9.0,8.5,7.0,8.0
629,Legend of Concubine Zhen Huan,alon-luna,8.0,8.5,9.0,5.5,6.5
630,Just Between Lovers,Maggy,10.0,10.0,10.0,10.0,10.0
631,Goblin,Maggy,6.0,5.0,8.0,10.0,1.0
632,Fight For My Way,Maggy,10.0,9.5,10.0,10.0,10.0
633,A Love So Beautiful,Maggy,5.0,5.0,5.0,5.0,1.0
634,Suspicious Partner,Maggy,10.0,9.5,10.0,10.0,10.0
635,Descendants of the Sun,Maggy,9.5,9.0,10.0,8.0,10.0
636,Cinderella and the Four Knights,Maggy,6.0,8.0,9.0,3.0,1.0
637,Cheese in the Trap,Maggy,9.0,10.0,9.5,10.0,8.0
638,The Heirs,Maggy,10.0,10.0,10.0,8.0,10.0
639,Come and Hug Me,Maggy,10.0,10.0,10.0,10.0,10.0
640,Weightlifting Fairy Kim Bok Joo,Maggy,10.0,10.0,10.0,10.0,10.0
641,Full House,Maggy,8.0,10.0,10.0,4.0,8.0
642,Something in the Rain,Maggy,9.0,9.0,10.0,10.0,8.0
643,That Man Oh Soo,Maggy,2.0,2.0,1.0,4.5,1.0
644,The K2,Maggy,7.0,6.0,8.0,8.0,1.0
645,Reply 1997,Maggy,9.0,10.0,10.0,10.0,8.0
646,Love by Chance,Maggy,9.0,8.0,8.0,8.0,10.0
647,2 Moons,Maggy,4.5,7.0,4.5,1.0,1.0
648,Blood,Maggy,5.0,6.0,6.0,6.0,1.0
649,The Great Seducer,Maggy,8.0,9.5,7.5,6.0,6.0
650,The Legend of the Blue Sea,Maggy,9.5,9.5,10.0,10.0,5.0
651,"It's Okay, That's Love",Maggy,9.0,8.0,9.5,10.0,5.0
652,Hi! School - Love On,Maggy,10.0,10.0,10.0,10.0,10.0
653,Reply 1997,Maggy,9.0,10.0,10.0,10.0,8.0
654,Love by Chance,Maggy,9.0,8.0,8.0,8.0,10.0
655,2 Moons,Maggy,4.5,7.0,4.5,1.0,1.0
656,Blood,Maggy,5.0,6.0,6.0,6.0,1.0
657,The Great Seducer,Maggy,8.0,9.5,7.5,6.0,6.0
658,The Legend of the Blue Sea,Maggy,9.5,9.5,10.0,10.0,5.0
659,"It's Okay, That's Love",Maggy,9.0,8.0,9.5,10.0,5.0
660,Hi! School - Love On,Maggy,10.0,10.0,10.0,10.0,10.0
661,My Mister,BlackPanther,10.0,10.0,10.0,9.0,10.0
662,Goblin,BlackPanther,10.0,9.5,10.0,10.0,10.0
663,Uncontrollably Fond,BlackPanther,8.0,7.5,8.0,10.0,6.5
664,Strong Woman Do Bong Soon,BlackPanther,8.0,5.0,10.0,9.0,7.0
665,Weightlifting Fairy Kim Bok Joo,BlackPanther,9.0,8.5,9.0,9.0,9.0
666,While You Were Sleeping,BlackPanther,9.5,9.5,9.5,9.0,9.5
667,W,BlackPanther,9.5,9.5,9.0,8.5,9.5
668,Itaewon Class,BlackPanther,6.0,2.5,9.0,9.5,4.0
669,Tomorrow With You,BlackPanther,9.5,9.5,9.5,9.0,9.0
670,What's Wrong with Secretary Kim,BlackPanther,9.0,8.0,9.5,9.0,10.0
671,Lawless Lawyer,BlackPanther,8.0,8.0,9.0,7.0,7.0
672,Pinocchio,BlackPanther,9.0,9.0,9.5,8.0,9.5
673,Doctors,BlackPanther,7.5,3.0,10.0,9.0,8.0
674,Descendants of the Sun,BlackPanther,9.0,10.0,9.0,9.5,7.5
675,I'm Not a Robot,BlackPanther,9.0,8.0,10.0,8.5,9.0
676,Love Returns,BlackPanther,6.0,7.5,9.0,6.0,1.0
677,The Great Seducer,BlackPanther,7.5,6.5,8.5,7.5,6.5
678,Hotel del Luna,BlackPanther,8.0,8.0,9.0,7.5,8.0
679,Love Returns,BlackPanther,6.0,7.5,9.0,6.0,1.0
680,The Great Seducer,BlackPanther,7.5,6.5,8.5,7.5,6.5
681,Hotel del Luna,BlackPanther,8.0,8.0,9.0,7.5,8.0
682,Black,eri653,10.0,9.5,10.0,8.0,10.0
683,Goblin,eri653,2.0,2.0,3.0,2.0,2.0
684,Produce 101 China,eri653,9.5,10.0,10.0,10.0,9.0
685,Signal,eri653,10.0,9.0,10.0,8.0,10.0
686,Chief Kim,eri653,10.0,10.0,10.0,10.0,10.0
687,Falsify,eri653,9.0,9.0,9.0,9.0,9.0
688,Just You,eri653,1.0,1.0,1.0,1.0,1.0
689,When the Camellia Blooms,BootyfulSwan,9.5,9.5,10.0,9.5,8.0
690,Hit the Top,BootyfulSwan,9.0,9.0,9.0,8.0,8.5
691,Moon Lovers: Scarlet Heart Ryeo,BootyfulSwan,8.5,8.5,10.0,10.0,5.5
692,Goblin,BootyfulSwan,6.0,6.0,8.5,10.0,1.0
693,The Age of Shadows,BootyfulSwan,10.0,10.0,10.0,10.0,10.0
694,Signal,BootyfulSwan,10.0,10.0,10.0,10.0,10.0
695,Splash Splash LOVE,BootyfulSwan,9.0,9.0,10.0,10.0,9.0
696,Time Between Dog and Wolf,BootyfulSwan,10.0,10.0,10.0,9.0,10.0
697,Train to Busan,BootyfulSwan,9.0,9.0,10.0,9.0,8.0
698,Oh My Ghostess,BootyfulSwan,9.5,10.0,10.0,9.0,10.0
699,"Kill Me, Heal Me",BootyfulSwan,9.0,9.0,10.0,10.0,8.0
700,Because This is My First Life,BootyfulSwan,9.0,9.0,9.0,9.0,5.0
701,Criminal Minds,BootyfulSwan,8.5,8.5,9.0,6.0,5.0
702,38 Task Force,BootyfulSwan,9.5,9.5,9.5,8.0,7.0
703,Witch's Romance,BootyfulSwan,8.0,8.0,9.0,6.0,6.0
704,The Heirs,BootyfulSwan,5.5,5.0,9.0,6.0,4.0
705,"It's Okay, That's Love",BootyfulSwan,9.0,9.0,9.0,10.0,7.0
706,Protect the Boss,BootyfulSwan,7.5,7.0,7.0,7.0,7.0
707,Healer,BootyfulSwan,10.0,10.0,10.0,10.0,10.0
708,Descendants of the Sun,BootyfulSwan,6.5,7.0,7.5,7.0,5.0
709,Doctors,BootyfulSwan,8.5,9.0,9.0,10.0,6.0
710,Tomorrow With You,BootyfulSwan,8.5,8.5,10.0,10.0,5.0
711,Chicago Typewriter,BootyfulSwan,10.0,10.0,10.0,10.0,10.0
712,49,BootyfulSwan,8.5,9.0,7.5,9.0,6.0
713,The Attorney,BootyfulSwan,9.5,10.0,10.0,8.0,10.0
714,The Face Reader,BootyfulSwan,9.0,10.0,10.0,9.0,8.0
715,Beautiful Gong Shim,BootyfulSwan,7.5,7.5,10.0,8.0,7.0
716,I Hear Your Voice,BootyfulSwan,9.0,9.0,10.0,9.0,7.5
717,Weightlifting Fairy Kim Bok Joo,BootyfulSwan,9.0,9.0,9.0,9.0,9.0
718,High School King of Savvy,BootyfulSwan,8.0,8.5,9.0,8.0,7.0
719,Jealousy Incarnate,BootyfulSwan,8.0,7.5,8.5,8.0,5.5
720,Mr. Sunshine,BootyfulSwan,9.0,9.5,10.0,10.0,7.5
721,Cheese in the Trap,BootyfulSwan,8.0,8.0,9.0,10.0,7.0
722,Cruel City,BootyfulSwan,9.0,8.5,10.0,9.0,8.0
723,City Hunter,BootyfulSwan,8.0,8.5,9.0,9.0,5.0
724,The Scholar Who Walks the Night,BootyfulSwan,9.0,9.0,10.0,8.0,7.0
725,W,BootyfulSwan,6.0,6.0,9.0,9.0,1.0
726,Pinocchio,BootyfulSwan,9.0,9.0,10.0,9.0,8.0
727,Reply 1988,BootyfulSwan,10.0,10.0,10.0,10.0,10.0
728,The Producers,BootyfulSwan,8.0,8.0,9.0,8.0,7.0
729,A Werewolf Boy,BootyfulSwan,8.0,8.5,9.0,10.0,7.0
730,Jealousy Incarnate,BootyfulSwan,8.0,7.5,8.5,8.0,5.5
